Academic_Year,University_Code,University_Name,Department,Degree,Overseas_Total,Overseas_Male,Overseas_Female,HKMAC_Total,HKMAC_Male,HKMAC_Female
108,1017,實踐大學,資訊科技與管理學系,學士班,0,0,0,4,2,2
108,1017,實踐大學,資訊科技與通訊學系,學士班,0,0,0,6,6,0
108,1017,實踐大學,建築設計學系,學士班,0,0,0,15,5,10
108,1017,實踐大學,建築設計學系,碩士班,0,0,0,1,0,1
108,1017,實踐大學,建築設計學系三年班,碩士班,1,1,0,1,1,0
108,1017,實踐大學,家庭研究與兒童發展學系,學士班,3,1,2,8,0,8
108,1017,實踐大學,家庭研究與兒童發展學系家庭諮商與輔導碩士班,碩士班,0,0,0,1,1,0
108,1017,實踐大學,社會工作學系,學士班,1,0,1,15,8,7
108,1017,實踐大學,餐飲管理學系,學士班,21,4,17,19,11,8
108,1017,實踐大學,餐飲管理學系餐飲產業創新碩士班,碩士班,0,0,0,1,1,0
108,1017,實踐大學,觀光管理學系,學士班,6,2,4,14,7,7
108,1017,實踐大學,休閒產業管理學系,學士班,0,0,0,5,5,0
108,1018,朝陽科技大學,視覺傳達設計系,學士班,1,0,1,14,4,10
108,1018,朝陽科技大學,視覺傳達設計系,碩士班,0,0,0,1,0,1
108,1018,朝陽科技大學,視覺傳達設計系_香港二技專班,學士班,0,0,0,2,0,2
108,1018,朝陽科技大學,工業設計系,學士班,0,0,0,2,1,1
108,1018,朝陽科技大學,工業設計系_香港二技專班,學士班,0,0,0,1,0,1
108,1018,朝陽科技大學,應用英語系,學士班,1,0,1,3,3,0
108,1018,朝陽科技大學,傳播藝術系,學士班,2,0,2,18,11,7
108,1018,朝陽科技大學,傳播藝術系_香港二技專班,學士班,0,0,0,5,3,2
108,1018,朝陽科技大學,企業管理系,學士班,3,2,1,5,5,0
108,1018,朝陽科技大學,企業管理系,碩士班,0,0,0,1,0,1
108,1018,朝陽科技大學,行銷與流通管理系,學士班,3,1,2,1,1,0
108,1018,朝陽科技大學,銀髮產業管理系,學士班,1,0,1,0,0,0
108,1018,朝陽科技大學,資訊與通訊系,學士班,0,0,0,3,2,1
108,1018,朝陽科技大學,資訊管理系,學士班,0,0,0,12,9,3
108,1018,朝陽科技大學,資訊管理系,碩士班,0,0,0,1,1,0
108,1018,朝陽科技大學,環境工程與管理系,學士班,0,0,0,1,1,0
108,1018,朝陽科技大學,資訊工程系,學士班,0,0,0,3,3,0
108,1018,朝陽科技大學,工業工程與管理系,學士班,1,1,0,1,1,0
108,1018,朝陽科技大學,建築系,學士班,5,3,2,5,2,3
108,1018,朝陽科技大學,景觀及都市設計系,學士班,0,0,0,2,1,1
108,1018,朝陽科技大學,景觀及都市設計系_香港二技專班,學士班,0,0,0,1,1,0
108,1018,朝陽科技大學,營建工程系,學士班,0,0,0,1,1,0
108,1018,朝陽科技大學,幼兒保育系,學士班,1,0,1,4,2,2
108,1018,朝陽科技大學,社會工作系,學士班,0,0,0,7,6,1
108,1018,朝陽科技大學,社會工作系,碩士班,0,0,0,2,1,1
108,1018,朝陽科技大學,休閒事業管理系,學士班,2,1,1,8,5,3
108,1019,高雄醫學大學,心理學系,學士班,6,2,4,8,4,4
108,1019,高雄醫學大學,心理學系,碩士班,1,1,0,5,4,1
108,1019,高雄醫學大學,醫務管理暨醫療資訊學系,學士班,0,0,0,4,3,1
108,1019,高雄醫學大學,生物醫學暨環境生物學系,學士班,2,0,2,2,2,0
108,1019,高雄醫學大學,生物科技學系,學士班,2,0,2,1,0,1
108,1019,高雄醫學大學,醫藥暨應用化學系,學士班,2,1,1,2,2,0
108,1019,高雄醫學大學,醫藥暨應用化學系,碩士班,0,0,0,1,0,1
108,1019,高雄醫學大學,生物醫學工程博士學位學程,博士班,1,1,0,0,0,0
108,1019,高雄醫學大學,牙醫學系,學士班,12,3,9,2,1,1
108,1019,高雄醫學大學,口腔衛生學系,學士班,1,1,0,0,0,0
108,1019,高雄醫學大學,口腔衛生學系,碩士班,1,1,0,0,0,0
108,1019,高雄醫學大學,醫學系,學士班,50,22,28,17,8,9
108,1019,高雄醫學大學,醫學系七年制,學士班,2,1,1,1,0,1
108,1019,高雄醫學大學,醫學研究所,博士班,1,1,0,0,0,0
108,1019,高雄醫學大學,臨床醫學研究所,博士班,2,1,1,0,0,0
108,1019,高雄醫學大學,護理學系,學士班,1,0,1,7,1,6
108,1019,高雄醫學大學,醫學檢驗生物技術學系,學士班,2,0,2,3,1,2
108,1019,高雄醫學大學,醫學檢驗生物技術學系,碩士班,1,0,1,0,0,0
108,1019,高雄醫學大學,醫學檢驗生物技術學系,博士班,1,0,1,0,0,0
108,1019,高雄醫學大學,醫學影像暨放射科學系,學士班,3,2,1,2,0,2
108,1019,高雄醫學大學,物理治療學系,學士班,10,2,8,12,6,6
108,1019,高雄醫學大學,職能治療學系,學士班,7,1,6,8,4,4
108,1019,高雄醫學大學,運動醫學系,學士班,5,3,2,4,3,1
108,1019,高雄醫學大學,藥學系,學士班,7,1,6,0,0,0
108,1019,高雄醫學大學,藥學系四年制,學士班,13,5,8,3,2,1
108,1019,高雄醫學大學,藥學系臨床藥學碩士班,碩士班,1,0,1,0,0,0
108,1019,高雄醫學大學,香粧品學系,學士班,7,1,6,1,0,1
108,1019,高雄醫學大學,公共衛生學系,學士班,0,0,0,2,0,2
108,1019,高雄醫學大學,呼吸治療學系,學士班,1,0,1,2,2,0
108,1019,高雄醫學大學,醫學社會學與社會工作學系,學士班,0,0,0,2,1,1
108,1019,高雄醫學大學,醫學社會學與社會工作學系,碩士班,1,0,1,0,0,0
108,1020,南華大學,幼兒教育學系,學士班,4,0,4,4,0,4
108,1020,南華大學,幼兒教育學系,碩士班,1,0,1,0,0,0
108,1020,南華大學,視覺藝術與設計學系,學士班,2,2,0,1,0,1
108,1020,南華大學,產品與室內設計學系,學士班,1,0,1,1,1,0
108,1020,南華大學,民族音樂學系,學士班,3,2,1,3,1,2
108,1020,南華大學,生死學系,學士班,7,3,4,4,0,4
108,1020,南華大學,外國語文學系,學士班,1,1,0,0,0,0
108,1020,南華大學,應用社會學系,學士班,1,0,1,0,0,0
108,1020,南華大學,傳播學系,學士班,1,1,0,1,1,0
108,1020,南華大學,財務金融學系,學士班,1,1,0,0,0,0
108,1020,南華大學,企業管理學系,學士班,1,1,0,0,0,0
108,1020,南華大學,企業管理學系管理科學碩士班,碩士班,2,0,2,0,0,0
108,1020,南華大學,文化創意事業管理學系,學士班,1,1,0,0,0,0
108,1020,南華大學,科技學院永續綠色科技碩士學位學程,碩士班,1,1,0,0,0,0
108,1020,南華大學,資訊管理學系,學士班,1,1,0,2,2,0
108,1020,南華大學,建築與景觀學系,學士班,1,1,0,1,1,0
108,1020,南華大學,建築與景觀學系,碩士班,1,0,1,0,0,0
108,1020,南華大學,旅遊管理學系,學士班,1,1,0,2,0,2
108,1020,南華大學,旅遊管理學系旅遊管理碩士班,碩士班,0,0,0,1,0,1
108,1021,真理大學,音樂應用學系,學士班,5,4,1,3,1,2
108,1021,真理大學,人文與資訊學系,學士班,0,0,0,1,0,1
108,1021,真理大學,英美語文學系,學士班,0,0,0,2,1,1
108,1021,真理大學,應用日語學系,學士班,3,2,1,10,6,4
108,1021,真理大學,台灣文學系,學士班,0,0,0,1,1,0
108,1021,真理大學,經濟學系,學士班,0,0,0,1,1,0
108,1021,真理大學,運動資訊傳播學系,學士班,2,1,1,3,3,0
108,1021,真理大學,財務金融學系,學士班,1,1,0,0,0,0
108,1021,真理大學,企業管理學系,學士班,3,1,2,2,2,0
108,1021,真理大學,企業管理學系,碩士班,0,0,0,1,1,0
108,1021,真理大學,運動管理學系,學士班,3,2,1,7,7,0
108,1021,真理大學,航空事業學系,學士班,2,0,2,0,0,0
108,1021,真理大學,資訊工程學系,學士班,2,1,1,1,0,1
108,1021,真理大學,觀光事業學系,學士班,5,3,2,1,1,0
108,1021,真理大學,觀光事業學系,碩士班,1,1,0,0,0,0
108,1022,大同大學,媒體設計學系,學士班,2,1,1,8,5,3
108,1022,大同大學,工業設計學系,學士班,1,1,0,7,5,2
108,1022,大同大學,應用外語學系,學士班,1,1,0,2,2,0
108,1022,大同大學,事業經營學系,學士班,0,0,0,2,2,0
108,1022,大同大學,資訊工程學系,學士班,1,1,0,5,5,0
108,1022,大同大學,機械工程學系,學士班,1,1,0,1,1,0
108,1023,南臺學校財團法人南臺科技大學,視覺傳達設計系,學士班,6,5,1,15,6,9
108,1023,南臺學校財團法人南臺科技大學,創新產品設計系,學士班,0,0,0,1,1,0
108,1023,南臺學校財團法人南臺科技大學,創新產品設計系_香港二技專班,學士班,0,0,0,1,1,0
108,1023,南臺學校財團法人南臺科技大學,流行音樂產業系,學士班,1,0,1,3,3,0
108,1023,南臺學校財團法人南臺科技大學,應用英語系,學士班,5,0,5,3,0,3
108,1023,南臺學校財團法人南臺科技大學,應用英語系,碩士班,1,0,1,1,1,0
108,1023,南臺學校財團法人南臺科技大學,應用日語系,學士班,0,0,0,3,2,1
108,1023,南臺學校財團法人南臺科技大學,應用日語系,碩士班,0,0,0,1,0,1
108,1023,南臺學校財團法人南臺科技大學,資訊傳播系,學士班,6,2,4,1,1,0
108,1023,南臺學校財團法人南臺科技大學,財務金融系,學士班,1,1,0,0,0,0
108,1023,南臺學校財團法人南臺科技大學,企業管理系,學士班,4,2,2,1,0,1
108,1023,南臺學校財團法人南臺科技大學,國際企業系,學士班,1,1,0,0,0,0
108,1023,南臺學校財團法人南臺科技大學,國際商務學士學位學程,學士班,0,0,0,2,2,0
108,1023,南臺學校財團法人南臺科技大學,全球經營管理碩士班,碩士班,0,0,0,1,0,1
108,1023,南臺學校財團法人南臺科技大學,生物與食品科技系,學士班,0,0,0,3,3,0
108,1023,南臺學校財團法人南臺科技大學,資訊管理系,學士班,0,0,0,2,1,1
108,1023,南臺學校財團法人南臺科技大學,多媒體與電腦娛樂科學系,學士班,1,1,0,11,9,2
108,1023,南臺學校財團法人南臺科技大學,多媒體與電腦娛樂科學系,碩士班,0,0,0,2,1,1
108,1023,南臺學校財團法人南臺科技大學,機械工程系,學士班,2,2,0,2,2,0
108,1023,南臺學校財團法人南臺科技大學,幼兒保育系,學士班,1,0,1,0,0,0
108,1023,南臺學校財團法人南臺科技大學,餐旅管理系,學士班,6,3,3,7,7,0
108,1023,南臺學校財團法人南臺科技大學,休閒事業管理系,學士班,1,1,0,3,1,2
108,1024,崑山科技大學,視訊傳播設計系,學士班,1,1,0,3,2,1
108,1024,崑山科技大學,視訊傳播設計系媒體藝術碩士班,碩士班,0,0,0,1,0,1
108,1024,崑山科技大學,視覺傳達設計系,學士班,1,0,1,1,0,1
108,1024,崑山科技大學,視覺傳達設計系,碩士班,0,0,0,1,1,0
108,1024,崑山科技大學,空間設計系,學士班,1,1,0,0,0,0
108,1024,崑山科技大學,空間設計系_香港二技專班,學士班,0,0,0,1,0,1
108,1024,崑山科技大學,金融管理系,學士班,1,1,0,0,0,0
108,1024,崑山科技大學,企業管理系,學士班,1,1,0,1,1,0
108,1024,崑山科技大學,公共關係暨廣告系,學士班,1,1,0,1,1,0
108,1024,崑山科技大學,電子工程系,學士班,20,20,0,1,1,0
108,1024,崑山科技大學,電子工程系_機電整合僑生專班,學士班,14,2,12,0,0,0
108,1024,崑山科技大學,餐飲管理及廚藝系,學士班,3,3,0,5,3,2
108,1024,崑山科技大學,休閒遊憩與運動管理系,學士班,1,1,0,3,2,1
108,1025,嘉藥學校財團法人嘉南藥理大學,生物科技系,學士班,0,0,0,3,2,1
108,1025,嘉藥學校財團法人嘉南藥理大學,保健營養系,學士班,0,0,0,1,1,0
108,1025,嘉藥學校財團法人嘉南藥理大學,環境資源管理系,學士班,0,0,0,1,1,0
108,1025,嘉藥學校財團法人嘉南藥理大學,資訊多媒體應用系,學士班,0,0,0,2,2,0
108,1025,嘉藥學校財團法人嘉南藥理大學,藥學系,學士班,9,5,4,4,4,0
108,1025,嘉藥學校財團法人嘉南藥理大學,嬰幼兒保育系,學士班,0,0,0,1,0,1
108,1025,嘉藥學校財團法人嘉南藥理大學,社會工作系,學士班,0,0,0,1,0,1
108,1025,嘉藥學校財團法人嘉南藥理大學,化粧品應用與管理系,學士班,1,1,0,9,2,7
108,1025,嘉藥學校財團法人嘉南藥理大學,餐旅管理系,學士班,0,0,0,12,7,5
108,1025,嘉藥學校財團法人嘉南藥理大學,觀光事業管理系,學士班,0,0,0,1,1,0
108,1025,嘉藥學校財團法人嘉南藥理大學,休閒保健管理系,學士班,1,0,1,0,0,0
108,1025,嘉藥學校財團法人嘉南藥理大學,運動管理系,學士班,0,0,0,3,3,0
108,1025,嘉藥學校財團法人嘉南藥理大學,職業安全衛生系,學士班,0,0,0,1,1,0
108,1026,樹德科技大學,視覺傳達設計系,學士班,8,2,6,10,3,7
108,1026,樹德科技大學,流行設計系,學士班,16,3,13,14,3,11
108,1026,樹德科技大學,應用設計研究所,碩士班,1,1,0,0,0,0
108,1026,樹德科技大學,動畫與遊戲設計系,學士班,16,10,6,15,5,10
108,1026,樹德科技大學,電競產業管理學士學位學程,學士班,0,0,0,1,0,1
108,1026,樹德科技大學,生活產品設計系,學士班,1,1,0,5,2,3
108,1026,樹德科技大學,室內設計系,學士班,6,3,3,5,4,1
108,1026,樹德科技大學,表演藝術系,學士班,24,5,19,40,17,23
108,1026,樹德科技大學,藝術管理與藝術經紀系,學士班,5,0,5,6,3,3
108,1026,樹德科技大學,應用外語系,學士班,4,1,3,3,2,1
108,1026,樹德科技大學,金融管理系,學士班,0,0,0,1,1,0
108,1026,樹德科技大學,企業管理系,學士班,1,1,0,2,2,0
108,1026,樹德科技大學,流通管理系,學士班,1,1,0,0,0,0
108,1026,樹德科技大學,行銷管理系,學士班,1,1,0,1,1,0
108,1026,樹德科技大學,會展行銷與活動管理系,學士班,2,0,2,0,0,0
108,1026,樹德科技大學,資訊管理系,學士班,2,2,0,1,1,0
108,1026,樹德科技大學,資訊工程系,學士班,3,3,0,1,1,0
108,1026,樹德科技大學,兒童與家庭服務系,學士班,1,0,1,1,0,1
108,1026,樹德科技大學,餐旅與烘焙管理系,學士班,1,0,1,3,0,3
108,1026,樹德科技大學,休閒與觀光管理系,學士班,1,0,1,5,1,4
108,1026,樹德科技大學,休閒遊憩與運動管理系,學士班,4,2,2,8,7,1
108,1027,慈濟學校財團法人慈濟大學,東方語文學系,學士班,2,1,1,0,0,0
108,1027,慈濟學校財團法人慈濟大學,人類發展與心理學系,學士班,7,2,5,1,0,1
108,1027,慈濟學校財團法人慈濟大學,人類發展與心理學系,碩士班,0,0,0,2,0,2
108,1027,慈濟學校財團法人慈濟大學,傳播學系,學士班,11,4,7,1,0,1
108,1027,慈濟學校財團法人慈濟大學,生命科學系,碩士班,1,0,1,1,1,0
108,1027,慈濟學校財團法人慈濟大學,分子生物暨人類遺傳學系,學士班,1,1,0,1,1,0
108,1027,慈濟學校財團法人慈濟大學,醫學資訊學系,學士班,0,0,0,1,1,0
108,1027,慈濟學校財團法人慈濟大學,醫學系,學士班,9,3,6,1,0,1
108,1027,慈濟學校財團法人慈濟大學,醫學科學研究所,博士班,1,1,0,1,1,0
108,1027,慈濟學校財團法人慈濟大學,護理學系,學士班,7,4,3,4,1,3
108,1027,慈濟學校財團法人慈濟大學,醫學檢驗生物技術學系,學士班,2,0,2,2,2,0
108,1027,慈濟學校財團法人慈濟大學,醫學檢驗生物技術學系醫學生物技術碩士班,碩士班,1,1,0,0,0,0
108,1027,慈濟學校財團法人慈濟大學,物理治療學系,學士班,9,6,3,8,5,3
108,1027,慈濟學校財團法人慈濟大學,物理治療學系,碩士班,1,1,0,0,0,0
108,1027,慈濟學校財團法人慈濟大學,公共衛生學系,學士班,0,0,0,1,1,0
108,1027,慈濟學校財團法人慈濟大學,公共衛生學系,碩士班,0,0,0,2,1,1
108,1027,慈濟學校財團法人慈濟大學,兒童發展與家庭教育學系,學士班,4,0,4,1,0,1
108,1027,慈濟學校財團法人慈濟大學,社會工作學系,學士班,1,0,1,1,1,0
108,1028,臺北醫學大學,醫學人文研究所,碩士班,1,1,0,0,0,0
108,1028,臺北醫學大學,醫務管理學系,學士班,3,1,2,1,1,0
108,1028,臺北醫學大學,醫學科學研究所,碩士班,0,0,0,2,2,0
108,1028,臺北醫學大學,保健營養學系,學士班,19,3,16,8,3,5
108,1028,臺北醫學大學,保健營養學系,碩士班,1,0,1,2,0,2
108,1028,臺北醫學大學,保健營養學系,博士班,1,1,0,0,0,0
108,1028,臺北醫學大學,大數據科技及管理研究所,碩士班,1,1,0,0,0,0
108,1028,臺北醫學大學,生物醫學工程學系,學士班,1,1,0,1,0,1
108,1028,臺北醫學大學,生醫光機電研究所,碩士班,1,1,0,0,0,0
108,1028,臺北醫學大學,食品安全學系,學士班,2,0,2,1,0,1
108,1028,臺北醫學大學,牙醫學系,學士班,23,13,10,4,3,1
108,1028,臺北醫學大學,牙體技術學系,學士班,8,3,5,1,0,1
108,1028,臺北醫學大學,口腔衛生學系,學士班,3,2,1,3,0,3
108,1028,臺北醫學大學,醫學系,學士班,60,25,35,18,12,6
108,1028,臺北醫學大學,醫學系七年制,學士班,1,1,0,2,1,1
108,1028,臺北醫學大學,臨床醫學研究所,博士班,1,0,1,1,1,0
108,1028,臺北醫學大學,護理學系,學士班,3,1,2,2,0,2
108,1028,臺北醫學大學,醫學檢驗暨生物技術學系,學士班,21,1,20,9,4,5
108,1028,臺北醫學大學,醫學檢驗暨生物技術學系,碩士班,0,0,0,1,0,1
108,1028,臺北醫學大學,醫學資訊研究所,碩士班,0,0,0,1,1,0
108,1028,臺北醫學大學,藥學系,學士班,32,9,23,13,9,4
108,1028,臺北醫學大學,藥學系,碩士班,0,0,0,2,1,1
108,1028,臺北醫學大學,公共衛生學系,學士班,0,0,0,4,3,1
108,1028,臺北醫學大學,公共衛生學系,博士班,0,0,0,1,1,0
108,1028,臺北醫學大學,呼吸治療學系,學士班,2,0,2,5,2,3
108,1028,臺北醫學大學,代謝與肥胖科學研究所,碩士班,1,0,1,0,0,0
108,1028,臺北醫學大學,高齡健康管理學系,學士班,0,0,0,3,1,2
108,1029,中山醫學大學,應用外國語言學系,學士班,1,1,0,0,0,0
108,1029,中山醫學大學,心理學系,學士班,6,3,3,6,2,4
108,1029,中山醫學大學,心理學系臨床心理學碩士班,碩士班,0,0,0,3,0,3
108,1029,中山醫學大學,醫療產業科技管理學系,碩士班,1,1,0,0,0,0
108,1029,中山醫學大學,生物醫學科學學系,學士班,1,0,1,1,0,1
108,1029,中山醫學大學,生化微生物免疫研究所,碩士班,2,1,1,0,0,0
108,1029,中山醫學大學,生化微生物免疫研究所,博士班,2,1,1,0,0,0
108,1029,中山醫學大學,營養學系,學士班,10,1,9,1,1,0
108,1029,中山醫學大學,牙醫學系,學士班,11,1,10,2,0,2
108,1029,中山醫學大學,醫學系,學士班,39,15,24,18,11,7
108,1029,中山醫學大學,醫學系七年制,學士班,2,2,0,0,0,0
108,1029,中山醫學大學,醫學研究所,碩士班,2,2,0,0,0,0
108,1029,中山醫學大學,醫學研究所,博士班,6,5,1,0,0,0
108,1029,中山醫學大學,護理學系,學士班,4,2,2,15,4,11
108,1029,中山醫學大學,醫學檢驗暨生物技術學系,學士班,4,0,4,6,4,2
108,1029,中山醫學大學,醫學檢驗暨生物技術學系,碩士班,1,0,1,0,0,0
108,1029,中山醫學大學,醫學影像暨放射科學系,學士班,2,0,2,6,1,5
108,1029,中山醫學大學,醫學影像暨放射科學系,碩士班,1,0,1,0,0,0
108,1029,中山醫學大學,視光學系,學士班,2,2,0,3,1,2
108,1029,中山醫學大學,物理治療學系,學士班,8,4,4,20,11,9
108,1029,中山醫學大學,職能治療學系,學士班,6,0,6,16,4,12
108,1029,中山醫學大學,語言治療與聽力學系,學士班,3,0,3,27,8,19
108,1029,中山醫學大學,公共衛生學系,學士班,0,0,0,3,2,1
108,1029,中山醫學大學,醫學社會暨社會工作學系,學士班,1,0,1,1,0,1
108,1029,中山醫學大學,職業安全衛生學系,學士班,0,0,0,1,1,0
108,1030,龍華科技大學,多媒體與遊戲發展科學系,學士班,6,4,2,17,15,2
108,1030,龍華科技大學,多媒體與遊戲發展科學系,碩士班,0,0,0,1,1,0
108,1030,龍華科技大學,文化創意與數位媒體設計系,學士班,0,0,0,4,1,3
108,1030,龍華科技大學,應用外語系,學士班,3,1,2,0,0,0
108,1030,龍華科技大學,企業管理系,學士班,1,0,1,2,1,1
108,1030,龍華科技大學,企業管理系,碩士班,0,0,0,2,0,2
108,1030,龍華科技大學,國際企業系,學士班,8,5,3,1,0,1
108,1030,龍華科技大學,工業管理系,學士班,1,0,1,0,0,0
108,1030,龍華科技大學,資訊管理系,學士班,1,0,1,2,1,1
108,1030,龍華科技大學,資訊網路工程系,學士班,2,2,0,2,2,0
108,1030,龍華科技大學,電機工程系,學士班,1,1,0,1,1,0
108,1030,龍華科技大學,觀光休閒系,學士班,0,0,0,1,0,1
108,1030,龍華科技大學,觀光休閒系_餐飲管理專班,學士班,79,46,33,0,0,0
108,1031,輔英科技大學,幼兒保育暨產業系,學士班,0,0,0,2,0,2
108,1031,輔英科技大學,應用外語系,學士班,10,1,9,2,2,0
108,1031,輔英科技大學,健康事業管理系,學士班,1,1,0,2,2,0
108,1031,輔英科技大學,生物科技系,學士班,1,0,1,3,1,2
108,1031,輔英科技大學,保健營養系,學士班,2,1,1,3,1,2
108,1031,輔英科技大學,資訊科技與管理系,學士班,1,1,0,0,0,0
108,1031,輔英科技大學,護理系,學士班,1,0,1,12,8,4
108,1031,輔英科技大學,物理治療系,學士班,8,4,4,21,10,11
108,1031,輔英科技大學,健康美容系,學士班,4,2,2,5,0,5
108,1031,輔英科技大學,休閒與遊憩事業管理系,學士班,10,1,9,1,0,1
108,1031,輔英科技大學,職業安全衛生系,學士班,0,0,0,1,1,0
108,1032,明新學校財團法人明新科技大學,應用外語系,學士班,3,0,3,1,0,1
108,1032,明新學校財團法人明新科技大學,行銷與流通管理系,學士班,1,1,0,0,0,0
108,1032,明新學校財團法人明新科技大學,資訊管理系,學士班,1,1,0,0,0,0
108,1032,明新學校財團法人明新科技大學,資訊工程系,學士班,1,1,0,3,3,0
108,1032,明新學校財團法人明新科技大學,資訊工程學系_僑生產學攜手專班,學士班,19,8,11,0,0,0
108,1032,明新學校財團法人明新科技大學,工業工程與管理系,學士班,1,1,0,0,0,0
108,1032,明新學校財團法人明新科技大學,土木工程與環境資源管理系,學士班,1,0,1,0,0,0
108,1032,明新學校財團法人明新科技大學,幼兒保育系,學士班,4,0,4,1,0,1
108,1032,明新學校財團法人明新科技大學,化妝品應用學士學位學程,學士班,1,0,1,2,1,1
108,1032,明新學校財團法人明新科技大學,旅館管理與廚藝創意系,學士班,2,1,1,0,0,0
108,1032,明新學校財團法人明新科技大學,運動管理系,學士班,0,0,0,2,1,1
108,1033,長榮大學,媒體設計科技學系,學士班,2,1,1,2,1,1
108,1033,長榮大學,數位內容設計學系,學士班,1,1,0,0,0,0
108,1033,長榮大學,美術學系,學士班,5,3,2,5,3,2
108,1033,長榮大學,美術學系,碩士班,1,1,0,0,0,0
108,1033,長榮大學,書畫藝術學系,學士班,1,0,1,0,0,0
108,1033,長榮大學,台灣文化創意產業學士學位學程,學士班,1,0,1,0,0,0
108,1033,長榮大學,應用哲學系,學士班,1,0,1,1,1,0
108,1033,長榮大學,東南亞文化與產業學士學位學程,學士班,0,0,0,1,0,1
108,1033,長榮大學,應用日語學系,學士班,3,1,2,2,0,2
108,1033,長榮大學,翻譯學系,學士班,6,1,5,2,0,2
108,1033,長榮大學,健康心理學系,學士班,7,4,3,5,1,4
108,1033,長榮大學,大眾傳播學系,學士班,28,8,20,9,8,1
108,1033,長榮大學,會計資訊學系,學士班,1,1,0,0,0,0
108,1033,長榮大學,企業管理學系,學士班,5,3,2,0,0,0
108,1033,長榮大學,管理學院經營管理碩士班,碩士班,1,1,0,0,0,0
108,1033,長榮大學,國際企業學系,學士班,2,2,0,0,0,0
108,1033,長榮大學,醫務管理學系,學士班,1,0,1,1,0,1
108,1033,長榮大學,國際會展管理學士學位學程,學士班,1,0,1,0,0,0
108,1033,長榮大學,國際財務與商務管理學士學位學程,學士班,7,3,4,0,0,0
108,1033,長榮大學,生物科技學系,學士班,4,1,3,1,1,0
108,1033,長榮大學,保健營養學系,學士班,4,2,2,3,0,3
108,1033,長榮大學,資訊暨設計學院學士班,學士班,5,4,1,1,0,1
108,1033,長榮大學,資訊工程學系,學士班,1,0,1,2,2,0
108,1033,長榮大學,科技工程與管理學系,學士班,1,1,0,0,0,0
108,1033,長榮大學,護理學系,學士班,3,1,2,11,4,7
108,1033,長榮大學,社會工作學系,學士班,1,1,0,7,5,2
108,1033,長榮大學,運動競技學系,學士班,1,1,0,4,3,1
108,1033,長榮大學,觀光與餐飲管理學系,學士班,25,12,13,1,0,1
108,1033,長榮大學,航運管理學系,學士班,13,8,5,10,6,4
108,1033,長榮大學,航運管理學系,碩士班,0,0,0,1,0,1
108,1034,弘光科技大學,文化創意產業系,學士班,0,0,0,2,1,1
108,1034,弘光科技大學,國際溝通英語系,學士班,2,2,0,1,1,0
108,1034,弘光科技大學,健康事業管理系,學士班,0,0,0,2,1,1
108,1034,弘光科技大學,動物保健學士學位學程,學士班,2,0,2,5,2,3
108,1034,弘光科技大學,生物科技系,學士班,0,0,0,1,1,0
108,1034,弘光科技大學,營養系,學士班,5,1,4,10,6,4
108,1034,弘光科技大學,營養系_香港二技專班,學士班,0,0,0,1,1,0
108,1034,弘光科技大學,資訊工程系,學士班,0,0,0,1,1,0
108,1034,弘光科技大學,生物醫學工程系,學士班,0,0,0,1,0,1
108,1034,弘光科技大學,食品科技系,學士班,14,7,7,0,0,0
108,1034,弘光科技大學,護理系,學士班,1,1,0,22,3,19
108,1034,弘光科技大學,物理治療系,學士班,5,3,2,42,25,17
108,1034,弘光科技大學,語言治療與聽力學系,學士班,0,0,0,2,0,2
108,1034,弘光科技大學,老人福利與長期照顧事業系,學士班,1,1,0,1,1,0
108,1034,弘光科技大學,幼兒保育系,學士班,7,0,7,9,1,8
108,1034,弘光科技大學,化妝品應用系,學士班,11,0,11,14,3,11
108,1034,弘光科技大學,化妝品應用系_香港二技專班,學士班,0,0,0,1,0,1
108,1034,弘光科技大學,美髮造型設計系,學士班,8,1,7,6,4,2
108,1034,弘光科技大學,餐旅管理系,學士班,41,16,25,20,12,8
108,1034,弘光科技大學,運動休閒系,學士班,0,0,0,2,2,0
108,1035,中國醫藥大學,醫務管理學系,學士班,1,0,1,0,0,0
108,1035,中國醫藥大學,生物科技學系,學士班,2,1,1,3,3,0
108,1035,中國醫藥大學,生物科技學系,碩士班,1,1,0,0,0,0
108,1035,中國醫藥大學,營養學系,學士班,12,4,8,7,2,5
108,1035,中國醫藥大學,牙醫學系,學士班,10,4,6,1,1,0
108,1035,中國醫藥大學,牙醫學系,碩士班,1,0,1,0,0,0
108,1035,中國醫藥大學,口腔衛生學系,學士班,0,0,0,1,0,1
108,1035,中國醫藥大學,中醫學系,學士班,47,15,32,5,4,1
108,1035,中國醫藥大學,中醫學系,博士班,1,0,1,0,0,0
108,1035,中國醫藥大學,醫學系,學士班,43,25,18,13,10,3
108,1035,中國醫藥大學,醫學系七年制,學士班,1,0,1,1,0,1
108,1035,中國醫藥大學,中西醫結合研究所,博士班,1,1,0,0,0,0
108,1035,中國醫藥大學,癌症生物與藥物研發博士學位學程,博士班,1,1,0,0,0,0
108,1035,中國醫藥大學,護理學系,學士班,2,0,2,8,4,4
108,1035,中國醫藥大學,醫學檢驗生物技術學系,學士班,3,1,2,5,1,4
108,1035,中國醫藥大學,醫學檢驗生物技術學系,碩士班,0,0,0,1,0,1
108,1035,中國醫藥大學,生物醫學影像暨放射科學學系,學士班,2,0,2,2,0,2
